Player Name,Players Dribbled Past,Dribbles into PA
Timothy Fosu-Mensah,0.0,1.0
Daam Foulon,4.0,2.0
Dimitri Foulquier,11.0,2.0
Juan Foyth,1.0,0.0
Gianluca Frabotta,5.0,3.0
Raphael Framberger,8.0,4.0
Ryan Fraser,1.0,1.0
Fred,15.0,2.0
Ryan Fredericks,1.0,0.0
Remo Freuler,15.0,2.0
Marco Friedl,5.0,1.0
Marvin Friedrich,8.0,0.0
Jorge de Frutos,17.0,6.0
Christian Fuchs,0.0,0.0
Angelo Fulgini,43.0,10.0
Niclas Füllkrug,2.0,2.0
Ramiro Funes Mori,0.0,0.0
Darnell Furlong,9.0,2.0
Baptiste Gabard,1.0,0.0
Matteo Gabbia,0.0,0.0
Manolo Gabbiadini,0.0,0.0
Mijat Gaćinović,6.0,0.0
Roberto Gagliardini,4.0,2.0
Riccardo Gagliolo,7.0,2.0
Andrey Galabinov,2.0,2.0
Javi Galán,52.0,8.0
Conor Gallagher,21.0,6.0
Enric Gallego,1.0,1.0
Kévin Gameiro,2.0,4.0
Idrissa Gana Gueye,14.0,2.0
Ignatius Ganago,20.0,8.0
Borja García,23.0,1.0
Dani García,2.0,0.0
David García,1.0,0.0
Eric García,0.0,0.0
Manu García,3.0,0.0
Raúl García,7.0,1.0
Raúl García,1.0,2.0
Rubén García,22.0,4.0
Sergi García,0.0,0.0
Unai García,3.0,0.0
Mario Gaspar,3.0,1.0
Dwight Gayle,0.0,0.0
Yann Gboho,11.0,4.0
David de Gea,0.0,0.0
Christian Gebauer,2.0,1.0
Theodor Gebre Selassie,0.0,2.0
Dennis Geiger,4.0,2.0
Christian Gentner,2.0,0.0
Yannick Gerhardt,3.0,3.0
Valère Germain,2.0,2.0
Gervinho,26.0,31.0
Willem Geubbels,0.0,3.0
Hamadi Al Ghaddioui,0.0,0.0
Anwar El Ghazi,15.0,7.0
Paolo Ghiglione,4.0,6.0
Faouzi Ghoulam,1.0,1.0
Kieran Gibbs,1.0,0.0
Morgan Gibbs-White,0.0,0.0
Niko Gießelmann,0.0,0.0
Rafał Gikiewicz,0.0,0.0
David Gil,0.0,0.0
Billy Gilmour,0.0,0.0
Álvaro Giménez,0.0,0.0
Daniel Ginczek,3.0,0.0
Matthias Ginter,4.0,0.0
Andrei Girotto,5.0,0.0
Olivier Giroud,1.0,0.0
Kamil Glik,1.0,0.0
Serge Gnabry,24.0,23.0
Ben Godfrey,5.0,2.0
Diego Godín,5.0,0.0
Akaki Gogia,4.0,0.0
Amer Gojak,4.0,0.0
Edoardo Goldaniga,1.0,0.0
Vladimir Golemić,1.0,0.0
Pierluigi Gollini,1.0,0.0
Aleksandr Golovin,2.0,4.0
Tomislav Gomelt,0.0,0.0
André Gomes,9.0,1.0
Dani Gómez,13.0,13.0
Joe Gomez,4.0,0.0
Maxi Gómez,9.0,2.0
Moi Gómez,26.0,6.0
Papu Gómez,22.0,3.0
Sergi Gómez,0.0,0.0
Sergio Gómez,10.0,0.0
Alfred Gomis,0.0,0.0
Alfred Gomis,0.0,0.0
Maxime Gonalons,8.0,1.0
Vagner Gonçalves,3.0,0.0
Alfonso González,1.0,0.0
Álvaro González,2.0,1.0
Bruno González,3.0,0.0
Diego González,2.0,0.0
Nicolás González,15.0,9.0
Sergio González,0.0,0.0
Urko González,0.0,0.0
Anthony Gordon,3.0,1.0
Leon Goretzka,9.0,2.0
Andoni Gorosabel,7.0,2.0
Robin Gosens,9.0,13.0
Amine Gouiri,31.0,13.0
Jeffrey Gouweleeuw,9.0,1.0
Jonathan Gradit,14.0,0.0
Karlan Grant,10.0,7.0
Alberto Grassi,2.0,0.0
Andrew Gravillon,3.0,0.0
Demarai Gray,0.0,0.0
Adrian Grbić,4.0,5.0
Jack Grealish,46.0,55.0
Mason Greenwood,14.0,8.0
Michael Gregoritsch,11.0,0.0
Clément Grenier,3.0,0.0
Sebastian Griesbeck,1.0,1.0
Antoine Griezmann,10.0,4.0
Vincenzo Grifo,22.0,12.0
Florian Grillitsch,9.0,3.0
Christian Groß,3.0,0.0
Pascal Groß,6.0,1.0
Kamil Grosicki,1.0,2.0
Ilia Gruev,0.0,0.0
Carlos Gruezo,9.0,0.0
Vicente Guaita,0.0,0.0
Andrés Guardado,0.0,0.0
Sergi Guardiola,16.0,10.0
Nemanja Gudelj,2.0,0.0
Gonçalo Guedes,19.0,15.0
Mattéo Guendouzi,13.0,3.0
Raphaël Guerreiro,22.0,9.0
Evann Guessand,1.0,1.0
Kelyan Guessoum,0.0,0.0
Ander Guevara,2.0,0.0
Lamine Gueye,14.0,7.0
Pape Gueye,1.0,1.0
John Guidetti,0.0,0.0
Josuha Guilavogui,1.0,0.0
Hugo Guillamón,1.0,0.0
Bruno Guimarães,13.0,4.0
Sehrou Guirassy,6.0,3.0
Péter Gulácsi,0.0,0.0
Manuel Gulde,2.0,0.0
Robert Gumny,4.0,0.0
İlkay Gündoğan,14.0,2.0
Christian Günter,12.0,9.0
Koray Günter,3.0,0.0
Jon Guridi,6.0,0.0
Raúl Guti,19.0,1.0
Marcos Mauro López Gutiérrez,0.0,0.0
Emanuel Gyasi,16.0,18.0
Janik Haberer,0.0,0.0
Alexander Hack,5.0,0.0
Antwoine Hackford,0.0,0.0
Munir El Haddadi,11.0,5.0
André Hahn,7.0,2.0
Amadou Haidara,15.0,4.0
Massadio Haïdara,7.0,1.0
Achraf Hakimi,24.0,18.0
Erling Håland,15.0,11.0
Sébastien Haller,9.0,0.0
Marcel Halstenberg,7.0,1.0
Pierre-Yves Hamel,3.0,1.0
Romain Hamouma,28.0,10.0
Samir Handanović,0.0,0.0
Lukáš Haraslín,6.0,3.0
Amine Harit,29.0,1.0
Rekeem Harper,0.0,0.0
Jack Harrison,30.0,12.0
Marcel Hartel,15.0,4.0
Makoto Hasebe,1.0,0.0
Hans Hateboer,4.0,1.0
Kortney Hause,0.0,0.0
Kai Havertz,11.0,6.0
Isaac Hayden,4.0,1.0
Eden Hazard,8.0,4.0
Thorgan Hazard,1.0,0.0
Jonas Hector,1.0,0.0
Michael Hector,2.0,0.0
Hwang Hee-chan,8.0,2.0
Ahmed Hegazi,0.0,0.0
Dominique Heintz,3.0,0.0
Dean Henderson,0.0,0.0
Jordan Henderson,5.0,1.0
Jeff Hendrick,8.0,1.0
Benjamin Henrichs,1.0,0.0
Dalbert Henrique,0.0,2.0
Eduardo Henrique,6.0,1.0
Luis Henrique,1.0,0.0
Christophe Hérelle,2.0,0.0
Jérôme Hergault,2.0,0.0
Mario Hermoso,6.0,0.0
Aridane Hernández,0.0,0.0
Lucas Hernández,11.0,2.0
Pablo Hernández,6.0,6.0
Theo Hernández,28.0,11.0
Hernani,25.0,2.0
Ander Herrera,11.0,0.0
Héctor Herrera,0.0,1.0
Sergio Herrera,2.0,0.0
Yangel Herrera,13.0,0.0
Patrick Herrmann,8.0,10.0
Pablo Hervías,12.0,4.0
Përparim Hetemaj,4.0,0.0
Son Heung-min,19.0,16.0
Aaron Hickey,10.0,2.0
Vitorino Hilton,1.0,0.0
Martin Hinteregger,2.0,0.0
Marwin Hitz,0.0,0.0
Wesley Hoedt,2.0,0.0
Ki-Jana Hoever,0.0,0.0
Nicolas Höfler,16.0,4.0
Jonas Hofmann,8.0,13.0
Marco Höger,1.0,0.0
Rob Holding,5.0,0.0
Lucas Höler,19.0,9.0
Mason Holgate,3.0,0.0
Jordan Holsgrove,0.0,0.0
Franck Honorat,9.0,10.0
Matthew Hoppe,1.0,4.0
Jannes Horn,6.0,0.0
Timo Horn,3.0,0.0
Fraser Hornby,0.0,0.0
Conor Hourihane,0.0,0.0
Lukáš Hrádecký,0.0,0.0
Ajdin Hrustic,2.0,0.0
Florian Hübner,0.0,0.0
Callum Hudson-Odoi,5.0,13.0
Mats Hummels,6.0,0.0
Adrien Hunou,1.0,3.0
Elseid Hysaj,6.0,2.0
Pierre Højbjerg,12.0,0.0
Simone Iacoponi,4.0,0.0
Iago,9.0,4.0
Roger Ibanez,18.0,1.0
Vedad Ibišević,0.0,0.0
Vicente Iborra,4.0,0.0
Didier Ibrahim Ndong,15.0,2.0
Zlatan Ibrahimović,5.0,4.0
Mauro Icardi,0.0,0.0
Oussama Idrissi,0.0,1.0
Odion Ighalo,0.0,0.0
Borja Iglesias,0.0,2.0
Juan Iglesias,2.0,0.0
Igor,3.0,0.0
Kelechi Iheanacho,6.0,1.0
Jonathan Ikone,26.0,14.0
Yun Il-lok,1.0,1.0
Ivan Ilić,15.0,4.0
Josip Iličić,37.0,22.0
Stefan Ilsanker,3.0,0.0
Ciro Immobile,14.0,14.0
Riccardo Improta,10.0,6.0
Roberto Inglese,6.0,1.0
Danny Ings,21.0,8.0
Marcus Ingvartsen,10.0,4.0
Lorenzo Insigne,22.0,13.0
Roberto Insigne,9.0,10.0
Pablo Insua,3.0,0.0
Takashi Inui,27.0,8.0
Artur Ioniță,12.0,1.0
Alexander Isak,11.0,11.0
Isco,11.0,3.0
Ardian Ismajli,0.0,0.0
Branislav Ivanović,0.0,0.0
Alex Iwobi,29.0,9.0
Jairo Izquierdo,9.0,1.0
Armando Izzo,1.0,0.0
Phil Jagielka,0.0,0.0
Alireza Jahanbakhsh,7.0,2.0
Mato Jajalo,0.0,0.0
Ismail Jakobs,8.0,7.0
Daniel James,5.0,4.0
Reece James,15.0,10.0
Saidy Janko,5.0,2.0
Jakub Jankto,7.0,12.0
Tony Jantschke,1.0,0.0
Adnan Januzaj,18.0,5.0
Jason,8.0,1.0
Luis Javier Suárez,16.0,8.0
Corentin Jean,6.0,2.0
Tin Jedvaj,0.0,0.0
Fredrik Jensen,5.0,0.0
Jesé,0.0,0.0
Gabriel Jesus,15.0,3.0
Juan Jesus,0.0,0.0
Ángel Jiménez,0.0,0.0
Raúl Jiménez,14.0,6.0
Joaquín,13.0,6.0
Joelinton,20.0,5.0
Marco John,9.0,3.0
Ben Johnson,2.0,0.0
Sam Johnstone,0.0,0.0
Curtis Jones,10.0,6.0
Frenkie de Jong,21.0,6.0
Luuk de Jong,7.0,2.0
Jony,18.0,6.0
Joan Jordán,13.0,1.0
Jorginho,3.0,1.0
Josan,29.0,6.0
Willian José,4.0,0.0
Joselu,18.0,6.0
Josema,7.0,0.0
Jota,11.0,2.0
Diogo Jota,11.0,11.0
Stevan Jovetić,8.0,2.0
Luka Jović,1.0,2.0
Luka Jović,1.0,0.0
Juan,0.0,0.0
Juanmi,2.0,1.0
Hamed Junior Traorè,29.0,3.0
Vinicius Júnior,22.0,14.0
James Justin,19.0,4.0
Jens Jønsson,5.0,1.0
Ozan Kabak,14.0,0.0
Abdoul Kader Bamba,22.0,11.0
Pavel Kadeřábek,0.0,1.0
Tino Kadewere,14.0,14.0
Damian Kądzior,3.0,0.0
Gaël Kakuta,32.0,10.0
Sasa Kalajdzic,5.0,4.0
Arnaud Kalimuendo,3.0,1.0
Arnaud Kalimuendo,12.0,10.0
Nikola Kalinić,2.0,1.0
Samuel Kalu,20.0,7.0
Pierre Kalulu,2.0,0.0
Daichi Kamada,17.0,15.0
Aboubakar Kamara,4.0,0.0
Bingourou Kamara,0.0,0.0
Boubacar Kamara,15.0,4.0
Hassane Kamara,14.0,7.0
Marcin Kamiński,0.0,0.0
Kevin Kampl,13.0,1.0
Harry Kane,22.0,12.0
Wilfried Kanga,0.0,1.0
Lee Kangin,14.0,2.0
N'Golo Kanté,18.0,0.0
Yann Karamoh,21.0,9.0
Atakan Karazor,3.0,0.0
Augustus Kargbo,0.0,0.0
Rick Karsdorp,7.0,5.0
Noah Katterbach,9.0,0.0
Eiji Kawashima,0.0,0.0
Moise Kean,0.0,1.0
Moise Kean,16.0,9.0
Michael Keane,0.0,0.0
Neeskens Kebano,3.0,1.0
Thilo Kehrer,2.0,0.0
Naby Keïta,8.0,2.0
Caoimhin Kelleher,0.0,0.0
Stephane Keller,0.0,0.0
Marc-Oliver Kempf,10.0,0.0
Kenedy,14.0,0.0
Jonjoe Kenny,0.0,0.0
Franck Kessié,21.0,1.0
Reda Khadra,0.0,1.0
Omar Khailoti,0.0,0.0
Saîf-Eddine Khaoui,5.0,0.0
Wahbi Khazri,9.0,3.0
Rani Khedira,1.0,0.0
Kike,21.0,2.0
Luca Kilian,0.0,0.0
Max Kilman,2.0,0.0
Joshua Kimmich,4.0,2.0
Presnel Kimpembe,4.0,0.0
Giorgos Kiriakopoulos,19.0,5.0
Simon Kjær,0.0,0.0
Davy Klaassen,1.0,0.0
Felix Klaus,1.0,1.0
Klauss,1.0,0.0
Ragnar Klavan,0.0,0.0
Philipp Klement,1.0,0.0
Mateusz Klich,13.0,2.0
Mateo Klimowicz,12.0,10.0
Fabian Klos,5.0,3.0
Lukas Klostermann,0.0,1.0
Justin Kluivert,0.0,0.0
Justin Kluivert,9.0,9.0
Robin Knoche,3.0,0.0
Gregor Kobel,0.0,0.0
Robin Koch,0.0,0.0
Giorgi Kochorashvili,0.0,0.0
Kenan Kodro,0.0,0.0
Dominik Kohr,3.0,1.0
Koba Koindredi,0.0,0.0
Koke,7.0,2.0
Aleksandar Kolarov,0.0,0.0
Sead Kolašinac,0.0,0.0
Sead Kolašinac,4.0,1.0
Randal Kolo Muani,26.0,25.0
Timothée Kolodziejczak,1.0,0.0
Ghislain Konan,30.0,3.0
Ibrahima Konaté,3.0,0.0
Moussa Konaté,2.0,2.0
Geoffrey Kondogbia,2.0,1.0
Geoffrey Kondogbia,6.0,0.0
Lamine Koné,0.0,0.0
Moussa Koné,13.0,2.0
Youssouf Koné,3.0,0.0
Ezri Konsa,1.0,0.0
Laurent Koscielny,0.0,0.0
Filip Kostić,11.0,12.0
Christian Kouamé,10.0,3.0
Nianzou Kouassi,0.0,0.0
Kalidou Koulibaly,6.0,0.0
Jules Koundé,15.0,4.0
Boubakar Kouyaté,1.0,0.0
Cheikhou Kouyaté,4.0,0.0
Mateo Kovačić,15.0,3.0
Emil Krafth,1.0,1.0
Andrej Kramarić,25.0,13.0
Christoph Kramer,13.0,1.0
Jean-Philippe Krasso,5.0,0.0
Toni Kroos,9.0,3.0
Filip Krovinović,8.0,2.0
Rade Krunić,3.0,1.0
Max Kruse,4.0,5.0
Lukas Kübler,1.0,0.0
Takefusa Kubo,13.0,7.0
Takefusa Kubo,0.0,1.0
Juraj Kucka,14.0,0.0
Dejan Kulusevski,16.0,15.0
Marash Kumbulla,1.0,0.0
Pierre Kunde,1.0,0.0
Fabian Kunze,9.0,1.0
Jasmin Kurtić,13.0,1.0
Layvin Kurzawa,12.0,2.0
Dereck Kutesa,8.0,6.0
Ahmed Kutucu,3.0,1.0
Enock Kwateng,7.0,0.0
Antonino La Gumina,2.0,3.0
Gaëtan Laborde,16.0,18.0
Alexandre Lacazette,11.0,4.0
Tom Lacoux,0.0,0.0
Maxence Lacroix,4.0,3.0
Alban Lafont,0.0,0.0
Víctor Laguardia,0.0,0.0
Stefan Lainer,13.0,3.0
Diego Lainez,11.0,5.0
Kenny Lala,21.0,3.0
Adam Lallana,10.0,7.0
Érik Lamela,3.0,0.0
Sam Lammers,13.0,3.0
Tariq Lamptey,18.0,13.0
Loïck Landre,2.0,0.0
Michael Langer,0.0,0.0
Manuel Lanzini,6.0,0.0
Gianluca Lapadula,6.0,9.0
Aymeric Laporte,1.0,0.0
Julien Laporte,1.0,0.0
Danilo Larangeira,0.0,0.0
Gautier Larsonneur,1.0,0.0
Kevin Lasagna,5.0,9.0
Jamaal Lascelles,2.0,0.0
Paul Lasne,1.0,1.0
Toni Lato,4.0,1.0
Danny Latza,8.0,2.0
Armand Lauriente,22.0,7.0
Vincent Laurini,0.0,0.0
Wesley Lautoa,1.0,0.0
Valentino Lazaro,7.0,2.0
Darko Lazović,8.0,7.0
Manuel Lazzari,16.0,13.0
Jérémy Le Douaron,5.0,3.0
Enzo Le Fée,13.0,3.0
Vincent Le Goff,6.0,1.0
Maxime Le Marchand,0.0,0.0
Robin Le Normand,2.0,0.0
Damien Le Tallec,0.0,0.0
James Lea Siliki,1.0,0.0
Rafael Leão,18.0,17.0
Jean-Louis Leca,0.0,0.0
Mathew Leckie,1.0,0.0
Benjamin Lecomte,0.0,0.0
Jeremías Ledesma,0.0,0.0
Pierre Lees-Melou,9.0,1.0
Lucas Leiva,4.0,0.0
Florian Lejeune,2.0,0.0
Iñigo Lekue,4.0,1.0
Thomas Lemar,22.0,2.0
Mario Lemina,10.0,0.0
Fabien Lemoine,3.0,1.0
Clément Lenglet,3.0,0.0
Bernd Leno,0.0,0.0
Christopher Lenz,6.0,5.0
Lautado de León,0.0,0.0
Pedro León,6.0,0.0
Sergio León,4.0,1.0
Lukas Lerager,10.0,1.0
Mehdi Léris,3.0,4.0
Gaetano Letizia,8.0,1.0
Robert Lewandowski,13.0,15.0
Jamal Lewis,9.0,0.0
Aaron Leya Iseka,6.0,4.0
Dimitri Liénard,3.0,1.0
Philipp Lienhart,2.0,0.0
Matthijs de Ligt,2.0,0.0
Isaac Lihadji,8.0,5.0
Dimitris Limnios,6.0,1.0
Victor Lindelöf,1.0,0.0
Karol Linetty,11.0,5.0
Pol Lirola,9.0,7.0
Pol Lirola,1.0,0.0
Jake Livermore,1.0,0.0
Diego Llorente,1.0,0.0
Diego Llorente,0.0,0.0
Fernando Llorente,1.0,0.0
Marcos Llorente,14.0,4.0
Hugo Lloris,0.0,0.0
Giovani Lo Celso,7.0,5.0
Stanislav Lobotka,2.0,0.0
Manuel Locatelli,16.0,3.0
Renan Lodi,7.0,2.0
Ruben Loftus-Cheek,0.0,0.0
Ruben Loftus-Cheek,11.0,2.0
Kevin Long,0.0,0.0
Shane Long,3.0,0.0
Matthew Longstaff,1.0,0.0
Sean Longstaff,4.0,1.0
Ademola Lookman,43.0,14.0
Anthony Lopes,1.0,0.0
Rony Lopes,21.0,7.0
Pedro López Muñoz,8.0,0.0
Adrián López,7.0,3.0
Javi López,4.0,2.0
Maxime Lopez,8.0,1.0
Maxime Lopez,1.0,1.0
Pau López,0.0,0.0
Roberto López,2.0,1.0
Unai López,4.0,2.0
Jordan Lotomba,21.0,4.0
Imran Louza,14.0,4.0
Matteo Lovato,1.0,0.0
Max Lowe,4.0,2.0
Eduard Löwen,1.0,0.0
Matthew Lowton,9.0,1.0
Anthony Lozano,14.0,4.0
Hirving Lozano,15.0,34.0
Jan Luca Schuler,0.0,0.0
Jean Lucas,9.0,2.0
Jean Lucas,1.0,0.0
Anderson Lucoqui,11.0,0.0
Jeison Lucumí,1.0,0.0
Kilian Ludewig,6.0,1.0
José Luis Gayà,15.0,3.0
José Luis Morales,23.0,16.0
José Luis Palomino,1.0,2.0
Florentino Luís,1.0,0.0
Luisinho,1.0,0.0
Luismi,1.0,0.0
David Luiz,1.0,1.0
Douglas Luiz,13.0,0.0
Romelu Lukaku,20.0,24.0
Dodi Lukebakio,33.0,14.0
Saša Lukić,15.0,5.0
John Lundstram,11.0,1.0
Sebastiano Luperto,3.0,0.0
Andreas Luthe,0.0,0.0
Lyanco,13.0,1.0
Charalambos Lykogiannis,11.0,1.0
Yann M'Vila,0.0,0.0
Alexis Mac Allister,5.0,0.0
Darwin Machís,21.0,14.0
Tim Maciejewski,0.0,0.0
Yvann Macon,13.0,1.0
James Maddison,16.0,11.0
Pablo Maffeo,7.0,4.0
Lisandro Magallán,6.0,0.0
Christian Maggio,1.0,0.0
Giulio Maggiore,8.0,1.0
Francesco Magnanelli,1.0,0.0
Giangiacomo Magnani,0.0,0.0
Hugo Magnetti,4.0,0.0
Harry Maguire,2.0,1.0
Abdallahi Mahmoud,0.0,0.0
Hicham Mahou,0.0,0.0
Riyad Mahrez,16.0,12.0
Arne Maier,0.0,0.0
Arne Maier,0.0,0.0
Habib Maïga,19.0,3.0
Mike Maignan,0.0,0.0
Ainsley Maitland-Niles,6.0,3.0
Josh Maja,7.0,6.0
Radosław Majecki,0.0,0.0
Abdul Majeed Waris,5.0,5.0
Marco Majouga,2.0,2.0
Jean-Victor Makengo,2.0,1.0
Nemanja Maksimović,9.0,1.0
Nikola Maksimović,2.0,0.0
Adilson Malanda,0.0,0.0
Filip Malbašić,3.0,5.0
Kévin Malcuit,1.0,0.0
Daniel Maldini,1.0,0.0
Ruslan Malinovskyi,20.0,9.0
Yunus Mallı,0.0,0.0
Hugo Mallo,10.0,2.0
Mickael Malsa,7.0,1.0
Hianga Mananga Mbock,7.0,0.0
Vincent Manceau,4.0,1.0
Gianluca Mancini,4.0,1.0
Steve Mandanda,1.0,0.0
Reinildo Mandava,6.0,1.0
Aïssa Mandi,1.0,0.0
Rolando Mandragora,2.0,2.0
Sadio Mané,44.0,27.0
Eliaquim Mangala,1.0,0.0
Orel Mangala,42.0,3.0
Thomas Mangani,5.0,1.0
Vito Mannone,0.0,0.0
Kostas Manolas,2.0,0.0
Javier Manquillo,2.0,0.0
Juan Manuel Ramos,3.0,0.0
Myziane Maolida,6.0,1.0
Faitout Maouassa,11.0,2.0
Maranhão,10.0,6.0
Fernando Marçal,8.0,0.0
Fernando Marçal,0.0,0.0
Marcelo,6.0,1.0
Marcelo,0.0,0.0
Solly March,33.0,18.0
Federico Marchetti,0.0,0.0
Riccardo Marchizza,2.0,2.0
Gian Marco Ferrari,1.0,1.0
Iván Marcone,11.0,0.0
Óscar de Marcos,4.0,3.0
Dario Maresic,0.0,0.0
José Mari,9.0,1.0
Pablo Marí,0.0,0.0
José María Giménez,0.0,0.0
Mariano,1.0,2.0
Jordan Marié,7.0,0.0
Adrián Marín,0.0,0.0
Răzvan Marin,17.0,4.0
Guillermo Maripán,0.0,1.0
Marlon,3.0,0.0
Omar Marmoush,0.0,0.0
Marquinhos,1.0,0.0
Luca Marrone,1.0,0.0
Roger Martí,10.0,4.0
Anthony Martial,26.0,10.0
Aarón Martín,5.0,0.0
Jonas Martin,2.0,1.0
Martinelli,3.0,1.0
Lucas Martínez Quarta,5.0,0.0
Emiliano Martínez,0.0,0.0
Iñigo Martínez,3.0,1.0
Javi Martínez,1.0,0.0
Javi Martínez,0.0,0.0
Lautaro Martínez,16.0,15.0
Pablo Martinez,0.0,0.0
Gelson Martins,39.0,16.0
Adam Marušić,14.0,6.0
Sylvain Marveaux,4.0,2.0
Omar Mascarell,10.0,0.0
Andrea Masiello,2.0,0.0
Jordi Masip,0.0,0.0
Roberto Massimo,7.0,2.0
Giuseppe Mastinu,1.0,0.0
Arthur Masuaku,24.0,3.0
Jaime Mata,6.0,5.0
Juan Mata,2.0,4.0
Pape Matar Sarr,0.0,0.0
Eliot Matazo,0.0,0.0
Jean-Philippe Mateta,16.0,6.0
Nemanja Matić,8.0,1.0
Joël Matip,0.0,0.0
Rabbi Matondo,4.0,0.0
Ryder Matos,0.0,0.0
Chrislain Matsima,3.0,0.0
Federico Mattiello,0.0,0.0
Neal Maupay,8.0,8.0
Tony Mauricio,3.0,1.0
Stephy Mavididi,8.0,6.0
Konstantinos Mavropanos,1.0,0.0
Eric Maxim Choupo-Moting,0.0,1.0
Borja Mayoral,4.0,3.0
Borja Mayoral,0.0,0.0
Youssef Maziz,3.0,0.0
Antonio Mazzotta,1.0,0.0
Kevin Mbabu,10.0,2.0
Kylian Mbappé,54.0,37.0
Ibrahima Mbaye,0.0,0.0
Jean-Manuel Mbom,6.0,4.0
Nathanael Mbuku,17.0,3.0
James McArthur,14.0,1.0
Oliver McBurnie,9.0,3.0
Alex McCarthy,1.0,0.0
James McCarthy,3.0,0.0
John McGinn,28.0,3.0
David McGoldrick,25.0,5.0
Weston McKennie,8.0,1.0
Dwight McNeil,36.0,7.0
Scott McTominay,10.0,3.0
Gary Medel,2.0,0.0
Facundo Medina,5.0,0.0
Nathan de Medina,5.0,0.0
Ben Mee,1.0,0.0
Joshua Mees,0.0,0.0
Admir Mehmedi,8.0,3.0
Soualiho Meïté,24.0,0.0
Soualiho Meïté,0.0,0.0
Farid El Melali,12.0,7.0
Filippo Melegoni,1.0,0.0
Gonzalo Melero,12.0,1.0
Birger Meling,9.0,2.0
Arthur Melo,4.0,0.0
Houboulang Mendes,3.0,0.0
Pedro Mendes,1.0,0.0
Thiago Mendes,5.0,0.0
Brais Méndez,11.0,5.0
Édgar Méndez,11.0,8.0
Eñaut Mendía,0.0,0.0
Batista Mendy,0.0,0.0
Benjamin Mendy,8.0,0.0
Edouard Mendy,0.0,0.0
Edouard Mendy,0.0,0.0
Ferland Mendy,21.0,12.0
Nampalys Mendy,6.0,0.0
Hamza Mendyl,2.0,0.0
Jorge Meré,0.0,0.0
Alex Meret,0.0,0.0
Mikel Merino,15.0,2.0
Martín Merquelanz,1.0,3.0
Yıldırım Mert Çetin,1.0,0.0
Dries Mertens,6.0,4.0
Roque Mesa,5.0,1.0
Illan Meslier,0.0,0.0
Lionel Messi,70.0,28.0
Junior Messias,53.0,16.0
Thomas Meunier,18.0,4.0
Omenuke Mfulu,1.0,0.0
Míchel,1.0,0.0
Clément Michelin,1.0,0.0
Florian Miguel,1.0,1.0
Valentin Mihaila,1.0,1.0
Nikola Milenković,4.0,1.0
Sergej Milinković-Savić,13.0,7.0
Vanja Milinković-Savić,0.0,0.0
Éder Militão,0.0,0.0
Luka Milivojević,4.0,0.0
Luis Milla,8.0,1.0
Pere Milla,8.0,2.0
Alejandro Millán,0.0,0.0
Vincenzo Millico,0.0,0.0
Enzo Millot,0.0,1.0
James Milner,2.0,1.0
Santi Mina,7.0,3.0
Yerry Mina,0.0,0.0
Takumi Minamino,8.0,3.0
Tyrone Mings,5.0,1.0
Óscar Mingueza,1.0,0.0
Rafa Mir,6.0,5.0
Jorge Miramón,8.0,2.0
Aleksei Miranchuk,7.0,3.0
Juan Miranda,3.0,0.0
Antonio Mirante,0.0,0.0
Tyrick Mitchell,3.0,0.0
Aleksandar Mitrović,10.0,1.0
Stefan Mitrović,1.0,0.0
Maximilian Mittelstädt,7.0,1.0
Henrikh Mkhitaryan,24.0,28.0
Anthony Modeste,0.0,1.0
Luka Modrić,27.0,7.0
Terem Moffi,9.0,4.0
Kevin Möhwald,8.0,0.0
Niklas Moisander,0.0,0.0
Johan Mojica,3.0,1.0
Guillem Molina Gutiérrez,1.0,0.0
Jorge Molina,3.0,0.0
Nahuel Molina,5.0,1.0
Salvatore Molina,18.0,3.0
Victor Mollejo,2.0,1.0
Florent Mollet,13.0,5.0
Jayson Molumby,0.0,0.0
Alkhaly Momo Cissé,0.0,0.0
Jon Moncayola,7.0,0.0
Gabriele Moncini,3.0,1.0
Thomas Monconduit,5.0,1.0
Kévin Monnet-Paquet,3.0,2.0
Nacho Monreal,4.0,0.0
Lorenzo Montipò,0.0,0.0
Ángel Montoro,0.0,0.0
Martín Montoya,2.0,0.0
Emre Mor,14.0,1.0
Luca Mora,2.0,0.0
Álvaro Morata,11.0,11.0
Jon Morcillo,9.0,4.0
Jérémy Morel,7.0,0.0
Álex Moreno,15.0,8.0
Gerard Moreno,49.0,17.0
Tete Morente,21.0,2.0
Mateu Morey,0.0,0.0
Wes Morgan,0.0,0.0
Loren Morón,4.0,1.0
Pedro Mosquera,7.0,2.0
Aimen Moueffek,15.0,0.0
Youssoufa Moukoko,9.0,3.0
Harold Moukoudi,7.0,0.0
Jessy Moulin,0.0,0.0
Steve Mounié,9.0,1.0
Mason Mount,24.0,12.0
Lucas Moura,10.0,2.0
Lys Mousset,5.0,0.0
João Moutinho,3.0,1.0
Samuel Moutoussamy,0.0,0.0
Loris Mouyokolo,0.0,0.0
Javi Moyano,0.0,0.0
Nordi Mukiele,5.0,2.0
Benoît Mukinayi,0.0,0.0
Mert Müldür,11.0,3.0
Florian Müller,0.0,0.0
Sebastian Müller,0.0,0.0
Thomas Müller,17.0,8.0
Marshall Munetsi,11.0,0.0
Iker Muniain,26.0,8.0
Aihen Muñoz,11.0,2.0
Joaquín Muñoz,3.0,1.0
Luis Muriel,15.0,11.0
