Player Name,Total Shots,Shots on Target
Igor,1,1
Kelechi Iheanacho,8,1
Jonathan Ikone,19,6
Yun Il-lok,6,0
Ivan Ilić,6,2
Josip Iličić,30,7
Stefan Ilsanker,7,2
Ciro Immobile,47,18
Riccardo Improta,21,5
Roberto Inglese,8,5
Danny Ings,25,13
Marcus Ingvartsen,13,5
Lorenzo Insigne,61,19
Roberto Insigne,26,8
Pablo Insua,1,0
Takashi Inui,25,12
Artur Ioniță,10,1
Alexander Isak,32,13
Isco,8,1
Ardian Ismajli,1,0
Branislav Ivanović,4,1
Alex Iwobi,9,3
Jairo Izquierdo,4,1
Armando Izzo,7,2
Phil Jagielka,0,0
Alireza Jahanbakhsh,11,2
Mato Jajalo,0,0
Ismail Jakobs,13,4
Daniel James,10,4
Reece James,19,8
Saidy Janko,1,0
Jakub Jankto,20,6
Tony Jantschke,1,0
Adnan Januzaj,15,7
Jason,4,0
Luis Javier Suárez,30,11
Corentin Jean,11,7
Tin Jedvaj,0,0
Fredrik Jensen,1,0
Jesé,0,0
Gabriel Jesus,14,5
Juan Jesus,0,0
Ángel Jiménez,0,0
Raúl Jiménez,26,10
Joaquín,6,4
Joelinton,22,8
Marco John,1,0
Ben Johnson,1,1
Sam Johnstone,0,0
Curtis Jones,9,5
Frenkie de Jong,8,3
Luuk de Jong,16,7
Jony,8,3
Joan Jordán,14,2
Jorginho,3,0
Josan,10,7
Willian José,13,8
Joselu,45,13
Josema,4,0
Jota,6,5
Jota,7,0
Diogo Jota,20,11
Stevan Jovetić,20,7
Luka Jović,6,1
Luka Jović,2,2
Juan,0,0
Juanmi,3,0
Hamed Junior Traorè,16,5
Vinicius Júnior,21,6
James Justin,6,1
Jens Jønsson,5,0
Ozan Kabak,9,0
Abdoul Kader Bamba,12,5
Pavel Kadeřábek,2,1
Tino Kadewere,40,14
Damian Kądzior,5,1
Gaël Kakuta,31,5
Sasa Kalajdzic,25,7
Arnaud Kalimuendo,2,1
Arnaud Kalimuendo,14,6
Nikola Kalinić,13,6
Samuel Kalu,11,4
Pierre Kalulu,3,1
Daichi Kamada,15,2
Aboubakar Kamara,4,2
Bingourou Kamara,0,0
Boubacar Kamara,13,5
Hassane Kamara,11,1
Marcin Kamiński,0,0
Kevin Kampl,6,0
Harry Kane,67,24
Wilfried Kanga,1,1
Lee Kangin,11,2
N'Golo Kanté,4,1
Yann Karamoh,14,7
Atakan Karazor,2,1
Augustus Kargbo,0,0
Rick Karsdorp,9,3
Noah Katterbach,2,0
Eiji Kawashima,1,0
Moise Kean,1,0
Moise Kean,32,13
Michael Keane,9,4
Neeskens Kebano,6,0
Thilo Kehrer,2,0
Naby Keïta,7,1
Caoimhin Kelleher,0,0
Stephane Keller,0,0
Marc-Oliver Kempf,9,3
Kenedy,19,6
Jonjoe Kenny,0,0
Franck Kessié,19,4
Reda Khadra,0,0
Omar Khailoti,0,0
Saîf-Eddine Khaoui,4,3
Wahbi Khazri,6,0
Rani Khedira,5,1
Kike,39,15
Luca Kilian,1,0
Max Kilman,3,1
Joshua Kimmich,11,6
Presnel Kimpembe,1,0
Giorgos Kiriakopoulos,16,7
Simon Kjær,9,2
Davy Klaassen,4,0
Felix Klaus,1,0
Klauss,1,1
Ragnar Klavan,2,0
Philipp Klement,3,1
Mateusz Klich,20,5
Mateo Klimowicz,24,8
Fabian Klos,18,8
Lukas Klostermann,2,0
Justin Kluivert,1,0
Justin Kluivert,6,3
Robin Knoche,4,0
Gregor Kobel,0,0
Robin Koch,7,2
Giorgi Kochorashvili,0,0
Kenan Kodro,1,1
Dominik Kohr,0,0
Dominik Kohr,5,0
Koba Koindredi,0,0
Koke,4,1
Aleksandar Kolarov,6,2
Sead Kolašinac,0,0
Sead Kolašinac,1,0
Randal Kolo Muani,35,12
Timothée Kolodziejczak,10,2
Ghislain Konan,4,0
Ibrahima Konaté,3,1
Moussa Konaté,15,5
Geoffrey Kondogbia,0,0
Geoffrey Kondogbia,4,2
Lamine Koné,2,0
Moussa Koné,6,4
Youssouf Koné,0,0
Ezri Konsa,8,4
Laurent Koscielny,3,1
Filip Kostić,21,9
Christian Kouamé,15,6
Nianzou Kouassi,0,0
Kalidou Koulibaly,6,0
Jules Koundé,9,1
Boubakar Kouyaté,6,1
Cheikhou Kouyaté,7,2
Mateo Kovačić,9,1
Emil Krafth,0,0
Andrej Kramarić,43,23
Christoph Kramer,4,0
Jean-Philippe Krasso,4,3
Toni Kroos,22,9
Filip Krovinović,8,2
Rade Krunić,4,2
Max Kruse,9,5
Lukas Kübler,1,1
Takefusa Kubo,8,5
Takefusa Kubo,1,1
Juraj Kucka,25,8
Kuki,0,0
Dejan Kulusevski,15,4
Marash Kumbulla,3,2
Pierre Kunde,7,0
Fabian Kunze,3,0
Jasmin Kurtić,19,4
Layvin Kurzawa,5,1
Dereck Kutesa,3,0
Ahmed Kutucu,2,0
Enock Kwateng,2,1
Antonino La Gumina,8,1
Gaëtan Laborde,51,24
Alexandre Lacazette,25,17
Tom Lacoux,0,0
Maxence Lacroix,8,1
Alban Lafont,0,0
Víctor Laguardia,3,1
Stefan Lainer,12,3
Diego Lainez,8,2
Kenny Lala,8,2
Adam Lallana,7,0
Érik Lamela,8,3
Sam Lammers,7,4
Tariq Lamptey,6,2
Loïck Landre,5,0
Michael Langer,0,0
Manuel Lanzini,10,3
Gianluca Lapadula,40,12
Aymeric Laporte,2,0
Julien Laporte,3,0
Danilo Larangeira,7,2
Gautier Larsonneur,0,0
Kevin Lasagna,41,14
Jamaal Lascelles,4,1
Paul Lasne,2,1
Toni Lato,2,2
Danny Latza,10,4
Armand Lauriente,21,9
Vincent Laurini,0,0
Wesley Lautoa,4,0
Valentino Lazaro,2,1
Darko Lazović,9,3
Manuel Lazzari,6,2
Jérémy Le Douaron,8,4
Enzo Le Fée,7,0
Vincent Le Goff,4,2
Maxime Le Marchand,1,0
Robin Le Normand,7,1
Damien Le Tallec,6,1
James Lea Siliki,6,1
Rafael Leão,19,8
Jean-Louis Leca,0,0
Mathew Leckie,1,1
Benjamin Lecomte,0,0
Jeremías Ledesma,0,0
Pierre Lees-Melou,20,4
Lucas Leiva,4,2
Florian Lejeune,10,1
Iñigo Lekue,0,0
Thomas Lemar,13,5
Mario Lemina,4,0
Fabien Lemoine,7,0
Clément Lenglet,5,3
Bernd Leno,0,0
Christopher Lenz,11,4
Lautado de León,0,0
Pedro León,8,5
Sergio León,13,3
Lukas Lerager,5,2
Mehdi Léris,0,0
Gaetano Letizia,11,6
Robert Lewandowski,61,26
Jamal Lewis,1,1
Aaron Leya Iseka,8,4
Dimitri Liénard,9,4
Philipp Lienhart,7,3
Matthijs de Ligt,4,1
Isaac Lihadji,4,2
Dimitris Limnios,4,2
Victor Lindelöf,4,1
Karol Linetty,6,3
Pol Lirola,2,0
Pol Lirola,0,0
Jake Livermore,4,0
Diego Llorente,0,0
Diego Llorente,0,0
Fernando Llorente,2,0
Marcos Llorente,19,10
Hugo Lloris,0,0
Giovani Lo Celso,9,5
Stanislav Lobotka,0,0
Manuel Locatelli,18,2
Renan Lodi,4,1
Ruben Loftus-Cheek,0,0
Ruben Loftus-Cheek,12,4
Kevin Long,1,0
Shane Long,2,1
Matthew Longstaff,0,0
Sean Longstaff,8,4
Ademola Lookman,30,13
Anthony Lopes,0,0
Rony Lopes,24,9
Pedro López Muñoz,2,0
Adrián López,5,2
Javi López,1,1
Maxime Lopez,3,2
Maxime Lopez,0,0
Pau López,0,0
Roberto López,9,2
Unai López,11,6
Jordan Lotomba,6,2
Imran Louza,13,7
Matteo Lovato,1,0
Max Lowe,2,1
Eduard Löwen,1,0
Matthew Lowton,5,1
Anthony Lozano,21,12
Hirving Lozano,40,20
Jan Luca Schuler,1,0
Jean Lucas,5,0
Jean Lucas,0,0
Anderson Lucoqui,4,1
Jeison Lucumí,0,0
Kilian Ludewig,0,0
José Luis Gayà,10,3
José Luis Morales,24,12
José Luis Palomino,1,0
Florentino Luís,1,0
Luisinho,1,0
Luismi,0,0
David Luiz,7,0
Douglas Luiz,11,4
Romelu Lukaku,44,20
Dodi Lukebakio,25,11
Saša Lukić,8,3
John Lundstram,15,4
Sebastiano Luperto,1,0
Andreas Luthe,0,0
Lyanco,7,3
Charalambos Lykogiannis,10,3
Yann M'Vila,0,0
Alexis Mac Allister,5,1
Darwin Machís,25,12
Tim Maciejewski,0,0
Yvann Macon,2,2
James Maddison,33,10
Pablo Maffeo,5,2
Lisandro Magallán,4,0
Christian Maggio,2,0
Giulio Maggiore,13,3
Francesco Magnanelli,0,0
Giangiacomo Magnani,4,1
Hugo Magnetti,3,0
Harry Maguire,20,5
Abdallahi Mahmoud,0,0
Hicham Mahou,0,0
Riyad Mahrez,26,11
Arne Maier,0,0
Arne Maier,0,0
Habib Maïga,13,4
Mike Maignan,0,0
Ainsley Maitland-Niles,2,1
Josh Maja,19,9
Radosław Majecki,0,0
Abdul Majeed Waris,6,1
Marco Majouga,5,1
Jean-Victor Makengo,0,0
Nemanja Maksimović,6,2
Nikola Maksimović,2,1
Adilson Malanda,0,0
Filip Malbašić,4,0
Kévin Malcuit,0,0
Daniel Maldini,1,1
Ruslan Malinovskyi,28,8
Yunus Mallı,0,0
Hugo Mallo,9,5
Mickael Malsa,10,3
Hianga Mananga Mbock,4,1
Vincent Manceau,3,1
Gianluca Mancini,11,6
Steve Mandanda,0,0
Reinildo Mandava,1,0
Aïssa Mandi,5,5
Rolando Mandragora,9,4
Sadio Mané,49,20
Eliaquim Mangala,2,0
Orel Mangala,19,5
Thomas Mangani,13,3
Vito Mannone,0,0
Kostas Manolas,4,2
Javier Manquillo,1,0
Juan Manuel Ramos,1,0
Myziane Maolida,1,1
Faitout Maouassa,13,5
Maranhão,21,8
Fernando Marçal,2,0
Fernando Marçal,0,0
Marcelo,4,0
Marcelo,16,3
Solly March,17,4
Federico Marchetti,0,0
Riccardo Marchizza,2,0
Gian Marco Ferrari,13,3
Iván Marcone,1,0
Óscar de Marcos,2,1
Dario Maresic,0,0
José Mari,6,2
Pablo Marí,1,0
José María Giménez,4,1
Mariano,7,3
Jordan Marié,6,0
Adrián Marín,1,0
Răzvan Marin,14,4
Guillermo Maripán,6,3
Marlon,0,0
Omar Marmoush,0,0
Marquinhos,9,6
Luca Marrone,2,0
Roger Martí,16,7
Anthony Martial,29,13
Aarón Martín,1,0
Jonas Martin,0,0
Martinelli,7,2
Lucas Martínez Quarta,3,0
Emiliano Martínez,0,0
Iñigo Martínez,10,3
Javi Martínez,0,0
Javi Martínez,1,0
Lautaro Martínez,59,22
Pablo Martinez,0,0
Gelson Martins,22,8
Adam Marušić,16,5
Sylvain Marveaux,5,1
Omar Mascarell,7,2
Andrea Masiello,0,0
Jordi Masip,0,0
Roberto Massimo,5,2
Giuseppe Mastinu,0,0
Arthur Masuaku,6,2
Jaime Mata,19,10
Juan Mata,4,3
Pape Matar Sarr,1,0
Eliot Matazo,1,0
Jean-Philippe Mateta,27,13
Nemanja Matić,3,2
Joël Matip,5,2
Rabbi Matondo,0,0
Ryder Matos,0,0
Chrislain Matsima,4,0
Federico Mattiello,0,0
Neal Maupay,35,13
Tony Mauricio,8,2
Stephy Mavididi,11,8
Konstantinos Mavropanos,5,1
Eric Maxim Choupo-Moting,2,1
Borja Mayoral,10,4
Borja Mayoral,0,0
Youssef Maziz,5,0
Antonio Mazzotta,0,0
Kevin Mbabu,1,1
Kylian Mbappé,48,24
Ibrahima Mbaye,0,0
Jean-Manuel Mbom,6,1
Nathanael Mbuku,13,9
James McArthur,5,0
Oliver McBurnie,24,10
Alex McCarthy,0,0
James McCarthy,1,0
John McGinn,18,3
David McGoldrick,28,12
Weston McKennie,14,8
Dwight McNeil,8,0
Scott McTominay,9,2
Gary Medel,0,0
Facundo Medina,4,1
Nathan de Medina,0,0
Ben Mee,9,3
Joshua Mees,2,0
Admir Mehmedi,4,2
Soualiho Meïté,8,4
Soualiho Meïté,0,0
Farid El Melali,10,3
Filippo Melegoni,0,0
Gonzalo Melero,20,5
Birger Meling,5,3
Arthur Melo,1,0
Houboulang Mendes,1,0
Pedro Mendes,6,3
Thiago Mendes,14,4
Brais Méndez,18,8
Édgar Méndez,13,5
Eñaut Mendía,1,0
Batista Mendy,0,0
Benjamin Mendy,3,1
Edouard Mendy,0,0
Edouard Mendy,0,0
Ferland Mendy,9,1
Nampalys Mendy,1,0
Hamza Mendyl,2,0
Jorge Meré,0,0
Alex Meret,0,0
Mikel Merino,22,5
Martín Merquelanz,7,3
Yıldırım Mert Çetin,1,0
Dries Mertens,31,14
Roque Mesa,11,2
Illan Meslier,0,0
Lionel Messi,96,45
Junior Messias,47,18
Thomas Meunier,10,2
Omenuke Mfulu,0,0
Míchel,2,2
Clément Michelin,2,0
Florian Miguel,6,3
Valentin Mihaila,2,1
Nikola Milenković,10,3
Sergej Milinković-Savić,29,10
Vanja Milinković-Savić,0,0
Éder Militão,0,0
Luka Milivojević,10,3
Luis Milla,9,3
Pere Milla,16,5
Alejandro Millán,0,0
Vincenzo Millico,0,0
Enzo Millot,2,1
James Milner,3,1
Santi Mina,17,7
Yerry Mina,10,4
Takumi Minamino,6,3
Tyrone Mings,10,5
Óscar Mingueza,4,1
Rafa Mir,37,17
Jorge Miramón,6,0
Aleksei Miranchuk,3,2
Juan Miranda,1,1
Antonio Mirante,0,0
Tyrick Mitchell,1,1
Aleksandar Mitrović,33,8
Stefan Mitrović,6,3
Maximilian Mittelstädt,9,2
Henrikh Mkhitaryan,47,19
Anthony Modeste,4,0
Luka Modrić,18,6
Terem Moffi,21,6
Kevin Möhwald,9,3
Niklas Moisander,0,0
Johan Mojica,4,0
Johan Mojica,1,0
Guillem Molina Gutiérrez,0,0
Jorge Molina,11,4
Nahuel Molina,4,4
Salvatore Molina,5,2
Victor Mollejo,0,0
Florent Mollet,25,7
Jayson Molumby,0,0
Alkhaly Momo Cissé,0,0
Jon Moncayola,19,5
Gabriele Moncini,8,1
Thomas Monconduit,12,2
Kévin Monnet-Paquet,3,0
Nacho Monreal,5,1
Lorenzo Montipò,0,0
Ángel Montoro,6,1
Martín Montoya,2,0
Emre Mor,6,2
Luca Mora,1,1
Álvaro Morata,24,9
Jon Morcillo,12,3
Jérémy Morel,6,1
Álex Moreno,7,2
Gerard Moreno,45,17
Tete Morente,12,3
Mateu Morey,2,0
Wes Morgan,0,0
Loren Morón,12,2
Pedro Mosquera,7,1
Aimen Moueffek,0,0
Youssoufa Moukoko,13,4
Harold Moukoudi,5,2
Jessy Moulin,0,0
Steve Mounié,37,18
Mason Mount,36,10
Lucas Moura,5,3
Lys Mousset,3,2
João Moutinho,5,1
Samuel Moutoussamy,2,0
Loris Mouyokolo,0,0
Javi Moyano,0,0
Nordi Mukiele,9,2
Benoît Mukinayi,18,4
Mert Müldür,5,0
Florian Müller,0,0
Sebastian Müller,0,0
Thomas Müller,24,8
Marshall Munetsi,6,2
Iker Muniain,15,6
Aihen Muñoz,4,1
Joaquín Muñoz,1,1
Luis Muriel,35,16
Jeison Murillo,4,0
Vedat Muriqi,6,1
Jacob Murphy,13,5
Nicola Murru,2,0
Yunus Musah,3,1
Jamal Musiala,8,5
Juan Musso,0,0
Shkodran Mustafi,0,0
Yoshinori Mutō,14,5
Phillipp Mwene,1,0
Joakim Mæhle,3,1
Obite N'Dicka,3,0
Stanley N'Soki,5,0
Mbala N'Zola,28,9
Nacho,8,1
Nacho,1,0
Yuto Nagatomo,0,0
Radja Nainggolan,9,1
Radja Nainggolan,3,0
Marvelous Nakamba,1,1
Nahitan Nández,10,7
Nano,0,0
Paul Nardi,0,0
Matija Nastasić,5,2
Roberto Navarro,0,0
Ximo Navarro,10,3
Jesús Navas,4,0
Keylor Navas,0,0
Raúl Navas,0,0
Papa Ndiaga Yade,12,3
Wilfred Ndidi,5,1
Bridge Ndilu,2,0
Tanguy Ndombele,12,6
Dan Ndoye,12,4
Paul Nebel,0,0
Álvaro Negredo,27,11
Reiss Nelson,1,0
Ilija Nestorovski,10,6
Neto,0,0
Pedro Neto,35,12
Luca Netz,0,0
Manuel Neuer,0,0
Florian Neuhaus,23,10
Carlos Neva,8,1
Rúben Neves,34,9
Neymar,28,9
Yvan Neyou,18,5
Jessic Ngankam,4,2
Muzinga Ngonda,7,3
Ahmad Ngouyamsa,0,0
Opa Nguette,18,7
Moussa Niakhate,2,0
Ibrahima Niane,20,8
M'Baye Niang,10,2
Florian Niederlechner,23,6
Saúl Ñíguez,12,4
Joakim Nilsson,1,0
Casimir Ninga,0,0
Nino,3,1
Fernando Niño,12,6
Eddie Nketiah,7,4
Nicolas Nkoulou,1,1
Niels Nkounkou,1,0
Christopher Nkunku,16,8
Dan Nlundulu,1,0
Mark Noble,0,0
Nolito,36,18
Arnaud Nordin,27,8
Håvard Nordtveit,1,0
Oliver Norwood,1,0
Kasim Nuhu,6,0
Unai Núñez,4,2
Bram Nuytinck,1,0
Kelechi Nwakali,0,0
Simeon Nwankwo,26,10
Gerzino Nyamsi,0,0
Allan Nyom,7,1
Steven Nzonzi,9,1
Jack O'Connell,0,0
Dara O'Shea,2,0
Michael Obafemi,0,0
Pedro Obiang,4,2
Jan Oblak,0,0
Lucas Ocampos,32,6
Bastian Oczipka,6,0
Brain Oddei,2,1
Denis Odoi,2,1
Álvaro Odriozola,0,0
Angelo Ogbonna,9,3
Stefano Okaka,12,5
Shinji Okazaki,16,4
Lucas Olaza,10,2
Christian Oliva,0,0
Paulo Oliveira,3,0
Mathías Olivera,5,1
Dani Olmo,39,12
Robin Olsen,0,0
Jonas Omlin,0,0
Jerome Onguene,0,0
Karim Onisiwo,20,4
Josh Onomah,0,0
Javier Ontiveros,28,7
Henry Onyekuru,2,1
Willi Orban,10,4
Fabián Orellana,11,6
Divock Origi,0,0
Riccardo Orsolini,30,9
Stefan Ortega,0,0
Yuya Osako,7,3
Ben Osborn,2,1
Victor Osimhen,26,10
Yordan Osorio,2,0
David Ospina,0,0
Owen Otasowie,2,0
Otávio,6,2
Paulo Otávio,4,1
Remi Oudin,25,10
Alexandre Oukidja,0,0
Adam Ounas,6,0
Thomas Ouwejan,5,2
Reece Oxford,1,0
Alex Oxlade-Chamberlain,2,0
Mikel Oyarzabal,33,13
Ambroise Oyongo,1,1
Salih Özcan,5,2
Levin Öztunalı,5,2
Pablo,9,1
Fernando Pacheco,0,0
Gonçalo Paciência,18,7
Mattia Pagliuca,0,0
Vincent Pajot,3,1
Rodrigo Palacio,29,11
Exequiel Palacios,1,0
Ante Palaversa,0,0
Alberto Paleari,0,0
Nicolas Pallois,6,3
Emerson Palmieri,0,0
Antonio Palumbo,1,0
Martin Palumbo,0,0
Goran Pandev,8,3
Jonathan Panzo,5,2
Matondo-Merveille Papela,0,0
Lucas Paquetá,23,7
Gaëtan Paquiez,4,0
Rubén Pardo,0,0
Leandro Paredes,9,2
Daniel Parejo,15,4
Vittorio Parigini,1,1
Marvin Olawale Akinlabi Park,0,0
Marco Parolo,6,1
Thomas Partey,6,2
Thomas Partey,5,0
Mario Pašalić,5,4
Felix Passlack,5,1
Christian Pastina,0,0
Patric,4,0
Rui Patrício,0,0
John Patrick,2,0
Gabriel Paulista,7,3
Benjamin Pavard,8,2
Jiří Pavlenka,0,0
Mateo Pavlović,2,0
Strahinja Pavlović,0,0
Leonardo Pavoletti,20,5
Dimitri Payet,15,6
Nehuén Paz,2,1
Bailey Peacock-Farrell,0,0
Mads Pedersen,0,0
Alfonso Pedraza,11,3
Pedri,13,3
Pedro,27,9
João Pedro,38,15
Gianluca Pegolo,0,0
Peter Pekarík,9,4
Yohann Pelé,0,0
Pietro Pellegri,10,3
Lorenzo Pellegrini,28,9
Luca Pellegrini,5,0
Andy Pelmard,1,1
Lee Peltier,0,0
Federico Peluso,0,0
Timothee Pembele,4,2
Rubén Peña,2,1
Philipp Pentke,0,0
Nicolas Pépé,13,4
Alberto Perea,17,2
Mathias Pereira Lage,18,5
Andreas Pereira,7,2
Danilo Pereira,6,1
Matheus Pereira,21,7
Pedro Pereira,5,2
Ricardo Pereira,0,0
Gastón Pereiro,1,0
Bruno Peres,7,3
Roberto Pereyra,7,1
Ayoze Pérez,15,4
Carles Pérez,5,1
Iñigo Pérez,7,1
Kike Pérez,8,2
Lucas Pérez,11,5
Luis Pérez,1,0
Manuel Perez,1,0
Nehuén Pérez,1,0
Mattia Perin,0,0
Ivan Perišić,17,4
Romain Perraud,22,9
Pavao Pervan,0,0
Matteo Pessina,6,3
Andrea Petagna,23,11
Nils Petersen,24,9
Jacopo Petriccione,2,1
Jens Petter Hauge,6,2
Germán Pezzella,9,2
Giuseppe Pezzella,3,0
Maximilian Philipp,14,5
Rayan Philippe,3,2
Romain Philippoteaux,2,2
Romain Philippoteaux,7,1
Kalvin Phillips,8,3
Matt Phillips,7,4
Nathaniel Phillips,0,0
Krzysztof Piątek,18,9
Cristiano Piccini,1,0
Roberto Piccoli,5,5
Jordan Pickford,0,0
Jérémy Pied,1,1
Amos Pieper,3,0
Ronaël Pierre-Gabriel,6,2
Erik Pieters,2,1
Tomás Pina Isla,3,1
Andrea Pinamonti,1,0
Yeremi Pino,4,2
Gerard Piqué,3,0
Fabio Pisacane,0,0
Łukasz Piszczek,0,0
Marko Pjaca,13,6
Miralem Pjanić,12,2
Óscar Plano,16,4
Marvin Plattenhardt,3,0
Alassane Pléa,21,12
Dani Plomer,0,0
Tommaso Pobega,9,4
Daniel Podence,25,13
Paul Pogba,16,8
Joel Pohjanpalo,7,5
Joel Pohjanpalo,0,0
Andrea Poli,0,0
Matteo Politano,25,8
Jorge Pombo,12,4
Marin Pongračić,0,0
Pere Pons,1,0
Nick Pope,0,0
Manolo Portanova,5,2
Francisco Portillo,0,0
Portu,13,5
Stefan Posch,6,2
Sergio Postigo,0,0
Yussuf Poulsen,24,10
Maxime Poundjé,0,0
Alejandro Pozo Pozo,4,0
Dennis Praet,8,2
Sanjin Prcić,5,1
Nicolas de Préville,17,5
Manuel Prietl,8,3
Grischa Prömel,8,2
Davy Pröpper,4,2
Ivan Provedel,0,0
Antonio Puertas,13,6
Riqui Puig,0,0
Erick Pulgar,5,0
Jorge Pulido,9,1
Christian Pulisic,20,5
Ignacio Pussetto,17,7
Fabio Quagliarella,37,12
Robin Quaison,22,9
Quini,1,0
Quique,2,1
Simone Rabbi,0,0
Adrien Rabiot,11,5
Uroš Račić,10,2
Anthony Racioppi,0,0
Nemanja Radoja,6,0
Nemanja Radonjić,9,5
Aleksandar Radovanović,0,0
Ivan Radovanović,3,1
Ștefan Radu,3,0
Rafael,0,0
Rafinha,15,6
Predrag Rajković,0,0
Ivan Rakitić,24,4
Benito Raman,20,6
Gastón Ramírez,9,3
Sandro Ramírez,9,7
Sergio Ramos,15,4
Aaron Ramsdale,0,0
Aaron Ramsey,13,7
Jacob Ramsey,4,0
Darren Randolph,0,0
Andrea Ranocchia,6,1
Marcus Rashford,44,20
Milot Rashica,8,1
Giacomo Raspadori,8,1
Federico Ravaglia,0,0
Tim Ream,0,0
Ante Rebić,17,7
Arkadiusz Reca,15,4
Recio,3,0
Daishawn Redan,1,0
Nathan Redmond,11,3
Harrison Reed,5,2
Vasco Regini,0,0
Sergio Reguilón,12,3
Bobby Reid,16,6
Pepe Reina,0,0
Jeff Reine-Adélaïde,12,5
Jeff Reine-Adélaïde,1,1
Reinier,1,0
Rocco Reitz,0,0
Karim Rekik,1,0
Álex Remiro,0,0
Panagiotis Retsos,1,0
Marco Reus,31,16
Elvis Rexhbeçaj,13,4
Gio Reyna,22,8
Baptiste Reynet,1,0
Franck Ribéry,10,5
Federico Ricci,0,0
Giacomo Ricci,0,0
Matteo Ricci,10,2
Declan Rice,14,3
Chris Richards,0,0
Richarlison,31,13
Marco Richter,21,7
Mikel Rico,11,3
Sergio Rico,0,0
Jaïro Riedewald,3,1
Emiliano Rigoni,8,2
Tomás Rincón,8,0
Luis Rioja,10,4
Renaud Ripart,26,5
Andrea Rispoli,2,0
Mihailo Ristić,13,5
Matt Ritchie,4,1
Maxence Rivera,2,1
Emmanuel Rivière,9,3
Rober,0,0
Roberto,0,0
Sergi Roberto,4,1
Tyler Roberts,4,2
Andrew Robertson,8,2
Antonee Robinson,6,2
Callum Robinson,16,5
Jack Robinson,3,0
Joel Robles,0,0
Hal Robson-Kanu,4,2
Marc Roca,0,0
Christopher Rocchia,0,0
Rubén Rochina,19,4
Marek Rodák,0,0
Sebastian Rode,3,3
Joe Rodon,0,0
Rodri,16,4
Rodrigo,32,11
Rodrigo,2,0
Kévin Rodrigues,7,3
Óscar Rodríguez Arnaiz,5,0
Ángel Rodríguez,25,9
Guido Rodríguez,17,3
James Rodríguez,22,11
Jay Rodriguez,10,1
Miguel Rodríguez,0,0
Ricardo Rodríguez,7,2
Víctor Rodríguez,0,0
Rodrygo,10,3
Marko Rog,8,2
Rogério,9,3
Luis Rojas,1,0
Alessio Romagnoli,12,3
Cristian Romero,7,3
Oriol Romeu,12,4
Cristiano Ronaldo,62,23
Facundo Roncaglia,12,2
Valentin Rongier,13,4
Marten de Roon,12,2
Jérôme Roussillon,7,2
Nolan Roux,10,1
Nicolò Rovella,6,1
Amir Rrahmani,0,0
Rubén,0,0
Waldo Rubio,8,1
Antonio Rüdiger,3,2
Sebastian Rudy,8,6
Sebastian Rudy,1,0
Kevin Rüegg,1,1
Daniele Rugani,1,1
Matteo Ruggeri,1,0
Mário Rui,7,1
Aitor Ruibal,14,6
Fabián Ruiz Peña,20,5
Ismael Ruiz,0,0
Kays Ruiz,2,0
Víctor Ruiz,0,0
Georginio Rutter,0,0
Mathew Ryan,0,0
Julian Ryerson,2,0
Frederik Rønnow,0,0
João Victor Santos Sá,8,0
Roli Pereira de Sa,1,0
Idriss Saadi,5,2
Youssouf Sabaly,5,1
Marcel Sabitzer,16,9
Alexis Saelemaekers,13,3
Modibo Sagnan,3,1
Allan Saint-Maximin,7,4
Borja Sainz,6,3
Romain Saïss,17,8
Bukayo Saka,40,16
Hiroki Sakai,1,0
Moïse Sakava,1,0
Mamadou Sakho,1,0
Jacopo Sala,0,0
Mohamed Salah,51,21
Eddy Salcedo,9,4
William Saliba,1,0
Romain Salin,0,0
Roland Sallai,29,10
Salvi,10,4
Lazar Samardzic,1,0
Diadie Samassékou,11,1
Mama Samba Baldé,37,12
Junior Sambia,8,3
Frédéric Sammaritano,3,1
Fede San Emeterio,2,0
Antonio Sanabria,24,12
Oihan Sancet,6,1
Renato Sanches,12,1
Juan Sánchez Miño,0,0
Alexis Sánchez,16,8
Davinson Sánchez,4,0
Germán Sánchez,7,2
Javi Sánchez,2,0
José Sánchez,1,0
Manuel Sánchez,0,0
Robert Sánchez,0,0
Jadon Sancho,31,7
Alex Sandro,5,0
Leroy Sané,21,8
Salif Sané,7,1
Oier Sanjurjo,9,3
Morgan Sanson,10,3
Nicola Sansone,8,4
Baptiste Santamaria,6,3
Baptiste Santamaria,22,7
Federico Santander,5,0
Davide Santon,2,0
Samir Santos,9,2
Riccardo Saponara,0,0
Riccardo Saponara,0,0
Pablo Sarabia,22,10
Josh Sargent,25,11
Bouna Sarr,1,0
Bouna Sarr,2,0
Sidy Sarr,5,1
Marco Sau,7,4
Téji Savanier,28,6
Stefan Savić,3,0
Romaine Sawyers,4,0
Gianluca Scamacca,26,7
Fabian Schär,2,1
Aurélien Scheidler,7,2
Nicolás Schiappacasse,0,0
Pasquale Schiattarella,5,3
Patrik Schick,23,11
Sven Schipplock,9,3
Xaver Schlager,20,1
Keven Schlotterbeck,4,0
Nico Schlotterbeck,5,3
Jeffrey Schlupp,13,6
Kasper Schmeichel,0,0
Jonathan Schmid,11,4
Romano Schmid,4,1
Benno Schmitz,0,0
Morgan Schneiderlin,5,3
Alessandro Schöpf,5,0
Jerdy Schouten,3,1
Nico Schulz,2,0
